customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
983;35;Male;Coat;Outerwear;Texas;S;Red;Summer;3,2;average_rated;Yes;Standard;Yes;PayPal;Monthly;early_adult;62;37;99;medium_disc_speding;30;loyal
984;24;Male;Hat;Accessories;New Mexico;L;Indigo;Winter;3,5;average_rated;Yes;Free Shipping;Yes;Venmo;Bi-Weekly;young;45;40;85;medium_disc_speding;14;loyal
985;26;Male;Shoes;Footwear;Utah;M;Green;Summer;3,4;average_rated;Yes;Free Shipping;Yes;Credit Card;Bi-Weekly;early_adult;78;8;86;medium_disc_speding;14;loyal
986;32;Male;Handbag;Accessories;West Virginia;M;Gray;Fall;5;top_rated;Yes;Express;Yes;Bank Transfer;Annually;early_adult;80;12;92;medium_disc_speding;365;new
987;54;Male;Scarf;Accessories;Connecticut;S;Peach;Spring;4,5;top_rated;Yes;Store Pickup;Yes;Bank Transfer;Monthly;senior;96;36;132;high_disc_spending;30;loyal
988;62;Male;Handbag;Accessories;West Virginia;M;Charcoal;Summer;2,8;poorly_rated;Yes;Express;Yes;PayPal;Weekly;senior;47;48;95;medium_disc_speding;7;loyal
989;50;Male;Pants;Clothing;Ohio;M;Orange;Winter;4,9;top_rated;Yes;2-Day Shipping;Yes;PayPal;Fortnightly;mid_adult;84;47;131;high_disc_spending;14;loyal
990;70;Male;Shoes;Footwear;Texas;M;Beige;Spring;3,1;average_rated;Yes;Store Pickup;Yes;Bank Transfer;Monthly;senior;31;2;33;low_disc_spending;30;loyal
991;48;Male;Sunglasses;Accessories;Washington;S;Yellow;Spring;4,8;top_rated;Yes;Store Pickup;Yes;Cash;Weekly;mid_adult;63;24;87;medium_disc_speding;7;loyal
992;20;Male;Shorts;Clothing;Wisconsin;XL;White;Spring;2,7;poorly_rated;Yes;Standard;Yes;Bank Transfer;Bi-Weekly;young;97;40;137;high_disc_spending;14;loyal
993;46;Male;Jacket;Outerwear;Louisiana;M;Gray;Winter;4,6;top_rated;Yes;Express;Yes;Debit Card;Weekly;mid_adult;99;50;149;high_disc_spending;7;loyal
994;51;Male;Sandals;Footwear;Iowa;M;Peach;Winter;4,4;highly_rated;Yes;Store Pickup;Yes;Cash;Weekly;senior;90;25;115;high_disc_spending;7;loyal
995;53;Male;Shoes;Footwear;New York;L;Violet;Fall;3,2;average_rated;Yes;Express;Yes;Debit Card;Monthly;senior;68;20;88;medium_disc_speding;30;loyal
996;44;Male;Jewelry;Accessories;Idaho;M;Magenta;Spring;3;average_rated;Yes;2-Day Shipping;Yes;Venmo;Weekly;mid_adult;80;10;90;medium_disc_speding;7;loyal
997;29;Male;Sandals;Footwear;Delaware;L;Maroon;Summer;4,9;top_rated;Yes;Standard;Yes;Bank Transfer;Quarterly;early_adult;91;32;123;high_disc_spending;90;returning
998;64;Male;Pants;Clothing;Kentucky;M;Cyan;Spring;3,6;average_rated;Yes;Express;Yes;Cash;Fortnightly;senior;30;31;61;medium_disc_speding;14;loyal
999;51;Male;Shoes;Footwear;Connecticut;M;White;Spring;3,8;average_rated;Yes;Next Day Air;Yes;Bank Transfer;Bi-Weekly;senior;90;48;138;high_disc_spending;14;loyal
1000;50;Male;Socks;Clothing;New Mexico;L;Brown;Spring;2,9;poorly_rated;Yes;Standard;Yes;Debit Card;Monthly;mid_adult;28;23;51;medium_disc_speding;30;loyal
1001;43;Male;Socks;Clothing;Georgia;M;Red;Winter;3,9;average_rated;Yes;Express;Yes;Bank Transfer;Bi-Weekly;mid_adult;46;1;47;low_disc_spending;14;loyal
1002;61;Male;Dress;Clothing;Washington;M;Orange;Fall;3,6;average_rated;Yes;Standard;Yes;Debit Card;Fortnightly;senior;60;4;64;medium_disc_speding;14;loyal
1003;55;Male;Shoes;Footwear;North Dakota;M;White;Spring;3,5;average_rated;Yes;Store Pickup;Yes;Bank Transfer;Bi-Weekly;senior;59;3;62;medium_disc_speding;14;loyal
1004;56;Male;Hat;Accessories;Ohio;M;Green;Fall;4;highly_rated;Yes;Store Pickup;Yes;Cash;Bi-Weekly;senior;68;3;71;medium_disc_speding;14;loyal
1005;33;Male;Backpack;Accessories;Tennessee;M;Black;Summer;4,8;top_rated;Yes;2-Day Shipping;Yes;Cash;Annually;early_adult;79;44;123;high_disc_spending;365;new
1006;43;Male;Backpack;Accessories;New York;M;Gold;Winter;3,9;average_rated;Yes;Store Pickup;Yes;Debit Card;Bi-Weekly;mid_adult;94;5;99;medium_disc_speding;14;loyal
1007;21;Male;Pants;Clothing;Michigan;S;Lavender;Summer;4,5;top_rated;Yes;Next Day Air;Yes;Venmo;Quarterly;young;83;50;133;high_disc_spending;90;returning
1008;58;Male;Gloves;Accessories;Georgia;XL;Turquoise;Spring;4,8;top_rated;Yes;Standard;Yes;Credit Card;Annually;senior;62;2;64;medium_disc_speding;365;new
1009;41;Male;Scarf;Accessories;New Mexico;M;Pink;Spring;2,6;poorly_rated;Yes;Store Pickup;Yes;PayPal;Annually;mid_adult;85;29;114;high_disc_spending;365;new
1010;39;Male;Hoodie;Clothing;Louisiana;M;Silver;Summer;3,1;average_rated;Yes;Express;Yes;Venmo;Annually;mid_adult;30;11;41;low_disc_spending;365;new
1011;54;Male;Jeans;Clothing;South Dakota;XL;Gray;Spring;4,7;top_rated;Yes;2-Day Shipping;Yes;Credit Card;Fortnightly;senior;24;37;61;medium_disc_speding;14;loyal
1012;43;Male;Backpack;Accessories;Montana;L;Indigo;Spring;2,9;poorly_rated;Yes;Next Day Air;Yes;Debit Card;Fortnightly;mid_adult;25;32;57;medium_disc_speding;14;loyal
1013;28;Male;Sandals;Footwear;New Mexico;L;Teal;Summer;3,8;average_rated;Yes;Express;Yes;Credit Card;Annually;early_adult;37;27;64;medium_disc_speding;365;new
1014;59;Male;Belt;Accessories;South Carolina;XL;Green;Summer;3,8;average_rated;Yes;2-Day Shipping;Yes;Venmo;Bi-Weekly;senior;69;31;100;medium_disc_speding;14;loyal
1015;28;Male;Shoes;Footwear;Ohio;M;Violet;Summer;3;average_rated;Yes;Standard;Yes;Debit Card;Fortnightly;early_adult;97;36;133;high_disc_spending;14;loyal
1016;68;Male;Gloves;Accessories;North Carolina;M;Cyan;Summer;4,1;highly_rated;Yes;Standard;Yes;Cash;Weekly;senior;24;34;58;medium_disc_speding;7;loyal
1017;20;Male;Belt;Accessories;Idaho;XL;Blue;Summer;3,4;average_rated;Yes;Express;Yes;Bank Transfer;Every 3 Months;young;30;15;45;low_disc_spending;90;returning
1018;21;Male;Jacket;Outerwear;Oklahoma;L;Orange;Fall;2,5;poorly_rated;Yes;Express;Yes;Credit Card;Annually;young;53;14;67;medium_disc_speding;365;new
1019;50;Male;Dress;Clothing;Georgia;XL;Charcoal;Spring;4,9;top_rated;Yes;Next Day Air;Yes;Cash;Weekly;mid_adult;70;46;116;high_disc_spending;7;loyal
1020;32;Male;Shirt;Clothing;Kentucky;S;Beige;Winter;2,8;poorly_rated;Yes;Standard;Yes;Venmo;Bi-Weekly;early_adult;76;33;109;high_disc_spending;14;loyal
1021;24;Male;Scarf;Accessories;Delaware;M;Black;Fall;4,5;top_rated;Yes;Express;Yes;Debit Card;Annually;young;95;41;136;high_disc_spending;365;new
1022;55;Male;Coat;Outerwear;Massachusetts;S;Lavender;Winter;4,9;top_rated;Yes;2-Day Shipping;Yes;PayPal;Weekly;senior;51;39;90;medium_disc_speding;7;loyal
1023;61;Male;Handbag;Accessories;Nebraska;M;Lavender;Winter;4,9;top_rated;Yes;Store Pickup;Yes;Cash;Annually;senior;41;7;48;low_disc_spending;365;new
1024;61;Male;Sunglasses;Accessories;Maine;S;Turquoise;Winter;3,5;average_rated;Yes;Free Shipping;Yes;Bank Transfer;Every 3 Months;senior;71;29;100;medium_disc_speding;90;returning
1025;28;Male;T-shirt;Clothing;Pennsylvania;M;Purple;Summer;3,5;average_rated;Yes;Free Shipping;Yes;Venmo;Quarterly;early_adult;66;18;84;medium_disc_speding;90;returning
1026;60;Male;Shirt;Clothing;Nebraska;M;Olive;Winter;4,9;top_rated;Yes;Free Shipping;Yes;Credit Card;Annually;senior;84;15;99;medium_disc_speding;365;new
1027;49;Male;Handbag;Accessories;Virginia;L;Turquoise;Winter;3;average_rated;Yes;Express;Yes;PayPal;Bi-Weekly;mid_adult;95;39;134;high_disc_spending;14;loyal
1028;33;Male;Jewelry;Accessories;Ohio;L;Teal;Summer;2,8;poorly_rated;Yes;Next Day Air;Yes;Cash;Monthly;early_adult;90;11;101;high_disc_spending;30;loyal
1029;45;Male;Hoodie;Clothing;Nebraska;S;Lavender;Summer;3,7;average_rated;Yes;Standard;Yes;Cash;Fortnightly;mid_adult;36;4;40;low_disc_spending;14;loyal
1030;29;Male;Gloves;Accessories;Ohio;M;Purple;Spring;3,6;average_rated;Yes;2-Day Shipping;Yes;Venmo;Bi-Weekly;early_adult;22;33;55;medium_disc_speding;14;loyal
1031;58;Male;Coat;Outerwear;Kentucky;L;Blue;Winter;3,3;average_rated;Yes;Next Day Air;Yes;Debit Card;Quarterly;senior;89;37;126;high_disc_spending;90;returning
1032;22;Male;Sandals;Footwear;Tennessee;M;Teal;Spring;3,4;average_rated;Yes;Free Shipping;Yes;Cash;Quarterly;young;50;32;82;medium_disc_speding;90;returning
1033;55;Male;Boots;Footwear;Maine;M;Lavender;Fall;4;highly_rated;Yes;Free Shipping;Yes;Credit Card;Quarterly;senior;36;44;80;medium_disc_speding;90;returning
1034;19;Male;Pants;Clothing;Montana;S;Silver;Spring;4,6;top_rated;Yes;Free Shipping;Yes;Bank Transfer;Quarterly;young;52;41;93;medium_disc_speding;90;returning
1035;68;Male;Socks;Clothing;Maryland;M;Olive;Fall;4,2;highly_rated;Yes;Next Day Air;Yes;Bank Transfer;Weekly;senior;29;44;73;medium_disc_speding;7;loyal
1036;61;Male;Blouse;Clothing;Georgia;M;Brown;Fall;2,8;poorly_rated;Yes;Express;Yes;Venmo;Annually;senior;89;32;121;high_disc_spending;365;new
1037;68;Male;Handbag;Accessories;Hawaii;M;Yellow;Fall;3,7;average_rated;Yes;2-Day Shipping;Yes;Bank Transfer;Monthly;senior;47;13;60;medium_disc_speding;30;loyal
1038;52;Male;Jewelry;Accessories;Rhode Island;XL;Brown;Spring;3,4;average_rated;Yes;Standard;Yes;Debit Card;Quarterly;senior;25;48;73;medium_disc_speding;90;returning
1039;41;Male;Pants;Clothing;Nebraska;XL;Cyan;Fall;3;average_rated;Yes;Express;Yes;Bank Transfer;Weekly;mid_adult;74;3;77;medium_disc_speding;7;loyal
1040;29;Male;Belt;Accessories;Michigan;M;Magenta;Fall;4,8;top_rated;Yes;Standard;Yes;Venmo;Monthly;early_adult;46;39;85;medium_disc_speding;30;loyal
1041;68;Male;Jeans;Clothing;North Carolina;S;Magenta;Fall;4;highly_rated;Yes;Next Day Air;Yes;Cash;Fortnightly;senior;22;7;29;low_disc_spending;14;loyal
1042;36;Male;Shirt;Clothing;Minnesota;M;Orange;Summer;4,9;top_rated;Yes;Next Day Air;Yes;Cash;Fortnightly;mid_adult;25;11;36;low_disc_spending;14;loyal
1043;55;Male;Belt;Accessories;Maryland;M;Maroon;Spring;4,9;top_rated;Yes;Next Day Air;Yes;Credit Card;Weekly;senior;80;47;127;high_disc_spending;7;loyal
1044;28;Male;Jeans;Clothing;Hawaii;M;Green;Spring;3,3;average_rated;Yes;2-Day Shipping;Yes;Debit Card;Fortnightly;early_adult;76;28;104;high_disc_spending;14;loyal
1045;39;Male;Jeans;Clothing;Oregon;L;Teal;Summer;4,4;highly_rated;Yes;Next Day Air;Yes;Bank Transfer;Every 3 Months;mid_adult;30;17;47;low_disc_spending;90;returning
1046;54;Male;Sweater;Clothing;New Mexico;L;Black;Fall;3,5;average_rated;Yes;2-Day Shipping;Yes;PayPal;Bi-Weekly;senior;79;11;90;medium_disc_speding;14;loyal
1047;40;Male;Sneakers;Footwear;Illinois;M;Magenta;Winter;4,2;highly_rated;Yes;Standard;Yes;Venmo;Annually;mid_adult;22;12;34;low_disc_spending;365;new
1048;31;Male;Socks;Clothing;Utah;S;Olive;Fall;4,2;highly_rated;Yes;Standard;Yes;Credit Card;Fortnightly;early_adult;36;7;43;low_disc_spending;14;loyal
1049;30;Male;Socks;Clothing;Maine;L;Yellow;Fall;2,7;poorly_rated;Yes;Standard;Yes;Venmo;Fortnightly;early_adult;77;19;96;medium_disc_speding;14;loyal
1050;45;Male;Sunglasses;Accessories;Virginia;S;Purple;Fall;2,8;poorly_rated;Yes;Store Pickup;Yes;Cash;Quarterly;mid_adult;33;24;57;medium_disc_speding;90;returning
1051;48;Male;Sneakers;Footwear;Florida;M;Beige;Winter;3,8;average_rated;Yes;Next Day Air;Yes;Venmo;Monthly;mid_adult;64;19;83;medium_disc_speding;30;loyal
1052;45;Male;Socks;Clothing;Ohio;M;Indigo;Fall;2,6;poorly_rated;Yes;Free Shipping;Yes;PayPal;Annually;mid_adult;53;39;92;medium_disc_speding;365;new
1053;60;Male;Shoes;Footwear;Virginia;XL;Pink;Fall;3;average_rated;Yes;2-Day Shipping;Yes;Credit Card;Fortnightly;senior;36;1;37;low_disc_spending;14;loyal
1054;59;Male;Blouse;Clothing;Kansas;M;Blue;Spring;3,3;average_rated;No;2-Day Shipping;Yes;Debit Card;Bi-Weekly;senior;70;10;80;medium_disc_speding;14;loyal
1055;18;Male;Shorts;Clothing;Arkansas;L;Cyan;Winter;4,9;top_rated;No;Express;Yes;PayPal;Quarterly;young;96;48;144;high_disc_spending;90;returning
1056;70;Male;Jacket;Outerwear;Massachusetts;M;Orange;Spring;3,3;average_rated;No;Next Day Air;Yes;Debit Card;Annually;senior;27;24;51;medium_disc_speding;365;new
1057;20;Male;Sweater;Clothing;Idaho;L;Black;Winter;2,9;poorly_rated;No;2-Day Shipping;Yes;Venmo;Fortnightly;young;64;42;106;high_disc_spending;14;loyal
1058;65;Male;Jacket;Outerwear;Wisconsin;S;Maroon;Spring;4,4;highly_rated;No;2-Day Shipping;Yes;Credit Card;Weekly;senior;23;20;43;low_disc_spending;7;loyal
1059;29;Male;Scarf;Accessories;New Mexico;L;Violet;Summer;3,1;average_rated;No;Next Day Air;Yes;Bank Transfer;Every 3 Months;early_adult;33;49;82;medium_disc_speding;90;returning
1060;22;Male;Jacket;Outerwear;North Carolina;M;Beige;Winter;2,5;poorly_rated;No;Standard;Yes;Debit Card;Monthly;young;34;25;59;medium_disc_speding;30;loyal
1061;27;Male;Sweater;Clothing;Iowa;S;Gray;Summer;2,6;poorly_rated;No;Next Day Air;Yes;Debit Card;Every 3 Months;early_adult;35;21;56;medium_disc_speding;90;returning
1062;36;Male;Coat;Outerwear;Idaho;M;Gray;Summer;4,4;highly_rated;No;Free Shipping;Yes;Venmo;Every 3 Months;mid_adult;62;12;74;medium_disc_speding;90;returning
1063;59;Male;Boots;Footwear;Ohio;M;Brown;Fall;2,6;poorly_rated;No;Next Day Air;Yes;Debit Card;Every 3 Months;senior;75;21;96;medium_disc_speding;90;returning
1064;62;Male;Hoodie;Clothing;Alabama;S;Indigo;Summer;3,3;average_rated;No;Free Shipping;Yes;Cash;Monthly;senior;29;35;64;medium_disc_speding;30;loyal
1065;34;Male;Hat;Accessories;Wyoming;M;Violet;Spring;3,5;average_rated;No;Express;Yes;Credit Card;Every 3 Months;early_adult;28;42;70;medium_disc_speding;90;returning
1066;59;Male;T-shirt;Clothing;Alabama;XL;Blue;Spring;4,1;highly_rated;No;Store Pickup;Yes;PayPal;Every 3 Months;senior;20;3;23;low_disc_spending;90;returning
1067;49;Male;Coat;Outerwear;Mississippi;M;Red;Winter;4;highly_rated;No;Store Pickup;Yes;PayPal;Bi-Weekly;mid_adult;96;11;107;high_disc_spending;14;loyal
1068;18;Male;Dress;Clothing;Pennsylvania;S;Peach;Summer;2,7;poorly_rated;No;2-Day Shipping;Yes;PayPal;Quarterly;young;43;22;65;medium_disc_speding;90;returning
1069;55;Male;Shirt;Clothing;Wyoming;M;Olive;Fall;2,5;poorly_rated;No;Standard;Yes;Credit Card;Weekly;senior;94;47;141;high_disc_spending;7;loyal
1070;38;Male;Skirt;Clothing;Maryland;XL;White;Fall;4,3;highly_rated;No;Next Day Air;Yes;Venmo;Every 3 Months;mid_adult;81;33;114;high_disc_spending;90;returning
1071;50;Male;Jewelry;Accessories;North Carolina;M;Magenta;Summer;3,3;average_rated;No;Free Shipping;Yes;Debit Card;Weekly;mid_adult;75;50;125;high_disc_spending;7;loyal
1072;61;Male;Hat;Accessories;Pennsylvania;M;Beige;Summer;2,6;poorly_rated;No;Express;Yes;Credit Card;Monthly;senior;81;46;127;high_disc_spending;30;loyal
1073;48;Male;Shorts;Clothing;Idaho;L;Gold;Fall;3,8;average_rated;No;Express;Yes;Debit Card;Fortnightly;mid_adult;92;34;126;high_disc_spending;14;loyal
1074;22;Male;Scarf;Accessories;California;XL;Purple;Spring;4;highly_rated;No;Store Pickup;Yes;Credit Card;Monthly;young;96;33;129;high_disc_spending;30;loyal
1075;48;Male;Jewelry;Accessories;Tennessee;S;White;Fall;2,6;poorly_rated;No;Standard;Yes;Bank Transfer;Fortnightly;mid_adult;71;45;116;high_disc_spending;14;loyal
1076;57;Male;Sunglasses;Accessories;Missouri;L;Indigo;Summer;4,9;top_rated;No;Next Day Air;Yes;Debit Card;Bi-Weekly;senior;50;32;82;medium_disc_speding;14;loyal
1077;33;Male;Coat;Outerwear;North Dakota;L;Charcoal;Spring;2,9;poorly_rated;No;Standard;Yes;Venmo;Bi-Weekly;early_adult;72;47;119;high_disc_spending;14;loyal
1078;58;Male;Jacket;Outerwear;West Virginia;M;Pink;Winter;3,7;average_rated;No;Standard;Yes;PayPal;Quarterly;senior;28;5;33;low_disc_spending;90;returning
1079;37;Male;Sweater;Clothing;Arizona;M;Silver;Fall;4,4;highly_rated;No;Express;Yes;Credit Card;Fortnightly;mid_adult;59;49;108;high_disc_spending;14;loyal
1080;18;Male;Coat;Outerwear;Oklahoma;S;Blue;Summer;4,4;highly_rated;No;Free Shipping;Yes;Bank Transfer;Monthly;young;33;48;81;medium_disc_speding;30;loyal
1081;65;Male;Scarf;Accessories;Pennsylvania;L;Blue;Fall;3,8;average_rated;No;Express;Yes;Cash;Every 3 Months;senior;59;22;81;medium_disc_speding;90;returning
1082;62;Male;Belt;Accessories;Idaho;XL;Brown;Spring;4,5;top_rated;No;Standard;Yes;Credit Card;Annually;senior;30;45;75;medium_disc_speding;365;new
1083;54;Male;Hat;Accessories;South Carolina;XL;Cyan;Winter;2,6;poorly_rated;No;Next Day Air;Yes;Venmo;Quarterly;senior;85;30;115;high_disc_spending;90;returning
1084;35;Male;Backpack;Accessories;Washington;L;Teal;Summer;3,3;average_rated;No;Store Pickup;Yes;Cash;Weekly;early_adult;97;43;140;high_disc_spending;7;loyal
1085;34;Male;T-shirt;Clothing;Arkansas;S;Purple;Fall;4,1;highly_rated;No;Next Day Air;Yes;Cash;Quarterly;early_adult;36;48;84;medium_disc_speding;90;returning
1086;25;Male;Jewelry;Accessories;Utah;M;Turquoise;Winter;3;average_rated;No;Store Pickup;Yes;Venmo;Fortnightly;young;85;23;108;high_disc_spending;14;loyal
1087;53;Male;Sunglasses;Accessories;Alaska;M;Olive;Winter;3;average_rated;No;Free Shipping;Yes;PayPal;Bi-Weekly;senior;62;27;89;medium_disc_speding;14;loyal
1088;45;Male;Jeans;Clothing;West Virginia;S;White;Winter;3,4;average_rated;No;Next Day Air;Yes;Bank Transfer;Monthly;mid_adult;71;7;78;medium_disc_speding;30;loyal
1089;49;Male;Pants;Clothing;Louisiana;M;Turquoise;Winter;2,7;poorly_rated;No;Free Shipping;Yes;PayPal;Weekly;mid_adult;21;2;23;low_disc_spending;7;loyal
1090;40;Male;Backpack;Accessories;Arizona;M;Silver;Spring;3,8;average_rated;No;Next Day Air;Yes;PayPal;Bi-Weekly;mid_adult;61;33;94;medium_disc_speding;14;loyal
1091;38;Male;Scarf;Accessories;Connecticut;M;Violet;Spring;4,2;highly_rated;No;Store Pickup;Yes;Cash;Fortnightly;mid_adult;58;27;85;medium_disc_speding;14;loyal
1092;44;Male;Sweater;Clothing;North Carolina;L;Lavender;Spring;4,7;top_rated;No;Store Pickup;Yes;Credit Card;Fortnightly;mid_adult;80;6;86;medium_disc_speding;14;loyal
1093;68;Male;Jewelry;Accessories;South Dakota;L;Magenta;Spring;4,1;highly_rated;No;2-Day Shipping;Yes;Venmo;Quarterly;senior;50;20;70;medium_disc_speding;90;returning
1094;60;Male;Sneakers;Footwear;Delaware;S;Indigo;Winter;4,2;highly_rated;No;2-Day Shipping;Yes;Venmo;Every 3 Months;senior;48;46;94;medium_disc_speding;90;returning
1095;25;Male;Jewelry;Accessories;Connecticut;M;Black;Winter;4,8;top_rated;No;Next Day Air;Yes;Cash;Quarterly;young;40;25;65;medium_disc_speding;90;returning
1096;19;Male;Coat;Outerwear;Tennessee;S;Peach;Summer;3;average_rated;No;Free Shipping;Yes;Bank Transfer;Quarterly;young;34;30;64;medium_disc_speding;90;returning
1097;57;Male;Coat;Outerwear;New Hampshire;S;Beige;Fall;2,6;poorly_rated;No;Standard;Yes;Credit Card;Annually;senior;46;48;94;medium_disc_speding;365;new
1098;58;Male;Sunglasses;Accessories;Vermont;M;Black;Summer;3,2;average_rated;No;Store Pickup;Yes;Bank Transfer;Weekly;senior;27;47;74;medium_disc_speding;7;loyal
1099;49;Male;Handbag;Accessories;Idaho;S;Turquoise;Spring;3,6;average_rated;No;Next Day Air;Yes;Credit Card;Weekly;mid_adult;98;27;125;high_disc_spending;7;loyal
1100;19;Male;Sweater;Clothing;North Carolina;M;Peach;Fall;2,6;poorly_rated;No;Next Day Air;Yes;Bank Transfer;Fortnightly;young;73;45;118;high_disc_spending;14;loyal
1101;50;Male;Pants;Clothing;Nevada;L;Gold;Spring;4,4;highly_rated;No;Express;Yes;Credit Card;Weekly;mid_adult;28;2;30;low_disc_spending;7;loyal
1102;30;Male;Gloves;Accessories;Delaware;XL;Silver;Fall;3;average_rated;No;Free Shipping;Yes;Cash;Fortnightly;early_adult;76;39;115;high_disc_spending;14;loyal
1103;52;Male;Sweater;Clothing;Texas;M;Peach;Fall;2,9;poorly_rated;No;Express;Yes;Cash;Fortnightly;senior;83;24;107;high_disc_spending;14;loyal
1104;35;Male;Hoodie;Clothing;Tennessee;S;Charcoal;Spring;4,3;highly_rated;No;Free Shipping;Yes;Debit Card;Bi-Weekly;early_adult;23;8;31;low_disc_spending;14;loyal
1105;35;Male;Hat;Accessories;Delaware;M;Beige;Fall;3,1;average_rated;No;Express;Yes;Bank Transfer;Quarterly;early_adult;28;8;36;low_disc_spending;90;returning
1106;33;Male;T-shirt;Clothing;Massachusetts;S;Olive;Spring;3;average_rated;No;Next Day Air;Yes;Venmo;Every 3 Months;early_adult;83;6;89;medium_disc_speding;90;returning
1107;52;Male;Skirt;Clothing;Minnesota;L;Violet;Winter;3,6;average_rated;No;Store Pickup;Yes;Venmo;Fortnightly;senior;96;12;108;high_disc_spending;14;loyal
1108;69;Male;Sneakers;Footwear;Texas;M;Peach;Fall;2,8;poorly_rated;No;Store Pickup;Yes;Bank Transfer;Weekly;senior;62;26;88;medium_disc_speding;7;loyal
1109;27;Male;Shorts;Clothing;Nebraska;M;Teal;Fall;2,8;poorly_rated;No;Standard;Yes;Cash;Fortnightly;early_adult;25;50;75;medium_disc_speding;14;loyal
1110;66;Male;Hoodie;Clothing;Oklahoma;L;Violet;Winter;3,8;average_rated;No;Next Day Air;Yes;Venmo;Weekly;senior;97;2;99;medium_disc_speding;7;loyal
1111;28;Male;Hoodie;Clothing;Texas;L;Cyan;Fall;3;average_rated;No;Standard;Yes;Cash;Bi-Weekly;early_adult;61;31;92;medium_disc_speding;14;loyal
1112;22;Male;Shoes;Footwear;New York;S;Olive;Summer;4,1;highly_rated;No;Next Day Air;Yes;Credit Card;Bi-Weekly;young;66;4;70;medium_disc_speding;14;loyal
1113;69;Male;Hoodie;Clothing;Washington;XL;Pink;Spring;4,6;top_rated;No;Free Shipping;Yes;PayPal;Quarterly;senior;67;32;99;medium_disc_speding;90;returning
1114;28;Male;Sunglasses;Accessories;Maryland;M;Purple;Summer;4,8;top_rated;No;Next Day Air;Yes;PayPal;Bi-Weekly;early_adult;80;11;91;medium_disc_speding;14;loyal
1115;55;Male;Skirt;Clothing;New Hampshire;L;Violet;Fall;2,6;poorly_rated;No;Next Day Air;Yes;Bank Transfer;Every 3 Months;senior;25;47;72;medium_disc_speding;90;returning
1116;30;Male;Hat;Accessories;New York;S;Peach;Fall;4;highly_rated;No;2-Day Shipping;Yes;Cash;Weekly;early_adult;58;37;95;medium_disc_speding;7;loyal
1117;67;Male;Backpack;Accessories;Hawaii;M;Charcoal;Winter;4,2;highly_rated;No;Express;Yes;PayPal;Fortnightly;senior;96;39;135;high_disc_spending;14;loyal
1118;25;Male;Sunglasses;Accessories;California;L;Lavender;Spring;4,5;top_rated;No;Store Pickup;Yes;Credit Card;Monthly;young;77;24;101;high_disc_spending;30;loyal
